variable,F1_solo,AUC_solo,leakage
src_bytes,0.9404197524125466,0.9662817492051143,True
dst_bytes,0.9084841028974433,0.916746674715276,True
service,0.8841923400602123,0.9432411264488658,False
flag,0.8794105574003594,0.8902860867448659,False
same_srv_rate,0.8667202570895668,0.8746739993436314,False
diff_srv_rate,0.8662980474317521,0.8759106258958015,False
dst_host_same_srv_rate,0.8514338025788633,0.8879819310705651,False
dst_host_srv_count,0.848619354388504,0.9089413366335855,False
